frame,time_s,track_id,x,y,w,h,target_found
0,0.0,,,,,,0
1,0.04,,,,,,0
2,0.08,,,,,,0
3,0.12,,,,,,0
4,0.16,,,,,,0
5,0.2,,,,,,0
6,0.24,,,,,,0
7,0.28,,,,,,0
8,0.32,,,,,,0
9,0.36,,,,,,0
10,0.4,,,,,,0
11,0.44,,,,,,0
12,0.48,,,,,,0
13,0.52,,,,,,0
14,0.56,,,,,,0
15,0.6,,,,,,0
16,0.64,,,,,,0
17,0.68,,,,,,0
18,0.72,,,,,,0
19,0.76,,,,,,0
20,0.8,,,,,,0
21,0.84,,,,,,0
22,0.88,,,,,,0
23,0.92,,,,,,0
24,0.96,,,,,,0
25,1.0,,,,,,0
26,1.04,,,,,,0
27,1.08,,,,,,0
28,1.12,,,,,,0
29,1.16,,,,,,0
30,1.2,,,,,,0
31,1.24,,,,,,0
32,1.28,,,,,,0
33,1.32,,,,,,0
34,1.36,,,,,,0
35,1.4,,,,,,0
36,1.44,,,,,,0
37,1.48,,,,,,0
38,1.52,,,,,,0
39,1.56,,,,,,0
40,1.6,,,,,,0
41,1.64,,,,,,0
42,1.68,,,,,,0
43,1.72,,,,,,0
44,1.76,,,,,,0
45,1.8,,,,,,0
46,1.84,,,,,,0
47,1.88,,,,,,0
48,1.92,,,,,,0
49,1.96,,,,,,0
50,2.0,,,,,,0
51,2.04,,,,,,0
52,2.08,,,,,,0
53,2.12,,,,,,0
54,2.16,,,,,,0
55,2.2,,,,,,0
56,2.24,,,,,,0
57,2.28,,,,,,0
58,2.32,,,,,,0
59,2.36,,,,,,0
60,2.4,,,,,,0
61,2.44,,,,,,0
62,2.48,,,,,,0
63,2.52,,,,,,0
64,2.56,,,,,,0
65,2.6,,,,,,0
66,2.64,,,,,,0
67,2.68,,,,,,0
68,2.72,,,,,,0
69,2.76,,,,,,0
70,2.8,,,,,,0
71,2.84,,,,,,0
72,2.88,,,,,,0
73,2.92,,,,,,0
74,2.96,,,,,,0
75,3.0,,,,,,0
76,3.04,,,,,,0
77,3.08,,,,,,0
78,3.12,,,,,,0
79,3.16,,,,,,0
80,3.2,,,,,,0
81,3.24,,,,,,0
82,3.28,,,,,,0
83,3.32,,,,,,0
84,3.36,,,,,,0
85,3.4,,,,,,0
86,3.44,,,,,,0
87,3.48,,,,,,0
88,3.52,1,349,113,3,79,0
89,3.56,1,349,113,3,94,0
90,3.6,1,349,112,3,95,0
91,3.64,1,349,112,3,85,0
92,3.68,1,349,113,3,78,0
93,3.72,1,349,116,3,67,0
94,3.76,1,349,119,3,63,0
95,3.8,,,,,,0
96,3.84,2,338,261,14,10,0
97,3.88,2,323,258,29,14,0
98,3.92,1,342,172,10,16,0
98,3.92,2,314,220,34,53,0
99,3.96,1,336,168,16,56,0
99,3.96,2,306,208,41,66,0
100,4.0,1,348,128,4,36,0
100,4.0,2,294,166,58,108,0
100,4.0,3,272,260,24,8,0
101,4.04,1,342,83,10,26,0
101,4.04,2,297,116,55,158,0
101,4.04,3,268,260,26,12,0
102,4.08,2,281,82,71,193,0
103,4.12,2,280,82,72,193,0
104,4.16,2,289,81,63,194,0
105,4.2,2,296,80,56,196,0
106,4.24,2,296,80,56,196,0
107,4.28,2,294,79,58,197,0
108,4.32,2,297,79,55,199,0
109,4.36,2,297,79,55,200,0
109,4.36,4,290,176,9,16,0
110,4.4,2,290,79,62,200,0
111,4.44,2,281,79,71,200,0
112,4.48,2,267,80,85,199,0
113,4.52,2,257,80,95,199,0
114,4.56,4,251,81,85,196,0
114,4.56,5,333,261,19,18,0
115,4.6,4,249,80,83,197,0
115,4.6,5,329,261,23,18,0
116,4.64,2,249,81,79,196,0
116,4.64,4,241,154,17,14,0
116,4.64,5,328,261,24,11,0
116,4.64,6,334,271,18,8,0
117,4.68,2,249,80,75,197,0
117,4.68,4,234,150,25,28,0
117,4.68,6,328,261,24,18,0
118,4.72,2,228,79,90,198,0
118,4.72,6,328,261,24,19,0
119,4.76,2,224,78,90,199,0
119,4.76,6,328,261,24,18,0
120,4.8,2,220,78,84,199,0
