frame,time_s,track_id,x,y,w,h,target_found
0,0.0,,,,,,0
1,0.04,,,,,,0
2,0.08,,,,,,0
3,0.12,,,,,,0
4,0.16,,,,,,0
5,0.2,,,,,,0
6,0.24,,,,,,0
7,0.28,,,,,,0
8,0.32,,,,,,0
9,0.36,,,,,,0
10,0.4,,,,,,0
11,0.44,,,,,,0
12,0.48,,,,,,0
13,0.52,,,,,,0
14,0.56,,,,,,0
15,0.6,,,,,,0
16,0.64,,,,,,0
17,0.68,,,,,,0
18,0.72,,,,,,0
19,0.76,,,,,,0
20,0.8,,,,,,0
21,0.84,,,,,,0
22,0.88,,,,,,0
23,0.92,,,,,,0
24,0.96,,,,,,0
25,1.0,1,0,162,31,45,0
25,1.0,2,0,204,35,43,0
25,1.0,3,0,219,11,27,0
25,1.0,4,0,247,8,37,0
25,1.0,5,10,123,20,48,0
25,1.0,6,22,238,23,20,0
25,1.0,7,28,160,26,30,0
25,1.0,8,34,206,24,19,0
25,1.0,9,43,230,21,26,0
25,1.0,10,54,236,36,36,0
25,1.0,11,63,184,30,52,0
25,1.0,12,87,178,85,110,0
25,1.0,13,88,176,8,26,0
25,1.0,14,143,30,16,18,0
25,1.0,15,148,176,22,12,0
25,1.0,16,158,220,13,24,0
25,1.0,17,219,18,32,44,0
25,1.0,18,247,0,17,20,0
25,1.0,19,261,20,8,23,0
26,1.04,1,0,110,14,86,0
26,1.04,2,3,206,54,52,0
26,1.04,4,0,224,18,64,0
26,1.04,5,7,130,22,40,0
26,1.04,7,24,168,21,23,0
26,1.04,9,35,226,29,32,0
26,1.04,10,56,244,27,17,0
26,1.04,12,58,178,108,110,0
26,1.04,13,89,176,11,29,0
26,1.04,14,140,32,19,21,0
26,1.04,16,158,223,20,25,0
26,1.04,17,217,20,34,45,0
26,1.04,18,247,0,14,16,0
26,1.04,20,176,28,15,18,0
27,1.08,2,11,205,51,55,0
27,1.08,4,0,236,12,38,0
27,1.08,5,12,140,13,33,0
27,1.08,7,23,160,25,27,0
27,1.08,10,54,242,32,28,0
27,1.08,11,62,176,38,52,0
27,1.08,12,96,207,24,18,0
27,1.08,13,101,178,11,29,0
27,1.08,14,143,30,17,20,0
27,1.08,15,144,176,26,24,0
27,1.08,16,80,213,90,75,0
27,1.08,17,217,21,34,39,0
28,1.12,1,0,112,8,22,0
28,1.12,2,0,138,12,58,0
28,1.12,3,6,220,26,22,0
28,1.12,4,0,228,6,36,0
28,1.12,5,12,141,16,27,0
28,1.12,7,27,166,15,22,0
28,1.12,8,42,161,13,25,0
28,1.12,9,26,226,39,32,0
28,1.12,10,94,262,64,26,0
28,1.12,11,59,197,34,39,0
28,1.12,12,101,177,14,31,0
28,1.12,13,91,214,73,53,0
28,1.12,14,141,25,17,25,0
28,1.12,16,113,253,24,11,0
28,1.12,17,216,22,35,40,0
29,1.16,4,0,240,7,22,0
29,1.16,5,8,140,18,28,0
29,1.16,7,30,164,16,32,0
29,1.16,8,0,139,8,43,0
29,1.16,9,43,228,22,30,0
29,1.16,10,90,218,73,46,0
29,1.16,11,59,197,30,25,0
29,1.16,12,101,178,11,31,0
29,1.16,13,141,268,29,16,0
29,1.16,14,140,25,18,23,0
29,1.16,15,96,207,23,18,0
29,1.16,16,92,253,56,35,0
29,1.16,17,215,24,36,39,0
29,1.16,20,178,30,15,14,0
30,1.2,1,0,112,6,22,0
30,1.2,3,0,219,28,26,0
30,1.2,5,12,137,14,29,0
30,1.2,6,95,249,23,22,0
30,1.2,7,30,173,14,15,0
30,1.2,9,59,202,18,20,0
30,1.2,10,95,207,25,18,0
30,1.2,11,70,197,19,21,0
30,1.2,12,122,217,19,25,0
30,1.2,13,129,275,23,13,0
30,1.2,14,140,25,17,24,0
30,1.2,15,97,230,13,19,0
30,1.2,16,105,262,27,26,0
30,1.2,17,214,25,37,39,0
30,1.2,21,109,230,57,29,0
31,1.24,3,10,212,24,30,0
31,1.24,4,0,222,8,53,0
31,1.24,5,12,148,14,22,0
31,1.24,7,30,166,12,21,0
31,1.24,11,59,197,30,24,0
