frame,time_s,track_id,x,y,w,h,target_found
0,0.0,,,,,,0
1,0.04,,,,,,0
2,0.08,,,,,,0
3,0.12,,,,,,0
4,0.16,,,,,,0
5,0.2,,,,,,0
6,0.24,,,,,,0
7,0.28,,,,,,0
8,0.32,,,,,,0
9,0.36,,,,,,0
10,0.4,,,,,,0
11,0.44,,,,,,0
12,0.48,,,,,,0
13,0.52,,,,,,0
14,0.56,,,,,,0
15,0.6,,,,,,0
16,0.64,,,,,,0
17,0.68,,,,,,0
18,0.72,,,,,,0
19,0.76,,,,,,0
20,0.8,,,,,,0
21,0.84,,,,,,0
22,0.88,,,,,,0
23,0.92,,,,,,0
24,0.96,,,,,,0
25,1.0,1,237,6,11,18,0
26,1.04,1,237,6,11,18,0
26,1.04,2,276,5,13,19,0
27,1.08,1,237,6,11,18,0
27,1.08,2,264,6,25,18,0
28,1.12,1,237,6,11,18,0
28,1.12,2,276,5,13,19,0
29,1.16,1,237,6,11,18,0
29,1.16,2,276,6,13,18,0
30,1.2,1,237,6,11,18,0
30,1.2,2,264,6,12,18,0
31,1.24,1,237,7,11,17,0
31,1.24,2,264,6,24,18,0
32,1.28,1,237,7,11,17,0
32,1.28,2,264,6,24,18,0
33,1.32,1,237,7,11,17,0
33,1.32,2,264,5,25,19,0
34,1.36,1,237,7,11,17,0
34,1.36,2,264,6,25,18,0
35,1.4,1,237,7,11,17,0
35,1.4,2,264,5,16,19,0
36,1.44,1,237,7,11,17,0
36,1.44,2,264,5,25,19,0
37,1.48,1,237,7,11,17,0
37,1.48,2,264,5,25,19,0
38,1.52,1,237,7,11,17,0
38,1.52,2,264,5,25,19,0
39,1.56,1,237,7,11,17,0
39,1.56,2,264,5,25,19,0
40,1.6,1,237,7,11,17,0
41,1.64,1,237,7,11,17,0
41,1.64,2,275,6,14,18,0
42,1.68,1,237,7,11,17,0
42,1.68,2,264,6,25,18,0
43,1.72,1,237,7,11,17,0
43,1.72,2,264,6,25,18,0
44,1.76,1,237,7,11,17,0
44,1.76,2,275,6,13,18,0
44,1.76,3,264,6,11,18,0
45,1.8,1,237,7,11,17,0
45,1.8,3,264,6,10,18,0
46,1.84,1,237,7,11,17,0
46,1.84,3,264,6,25,18,0
47,1.88,1,237,7,13,17,0
47,1.88,2,264,6,11,18,0
47,1.88,3,275,6,14,18,0
48,1.92,1,237,7,13,17,0
48,1.92,2,264,6,10,18,0
48,1.92,3,276,6,13,18,0
49,1.96,1,237,7,13,17,0
49,1.96,2,264,6,10,18,0
49,1.96,3,276,6,13,18,0
50,2.0,1,237,7,13,17,0
51,2.04,1,237,7,13,17,0
51,2.04,3,275,6,14,18,0
52,2.08,1,237,7,13,17,0
52,2.08,3,275,6,14,18,0
53,2.12,1,237,7,13,17,0
53,2.12,3,264,6,25,18,0
54,2.16,1,237,7,13,17,0
54,2.16,3,264,6,25,18,0
55,2.2,1,237,7,13,17,0
55,2.2,2,264,5,13,19,0
56,2.24,1,237,7,13,17,0
56,2.24,2,264,5,11,19,0
56,2.24,3,276,6,12,18,0
57,2.28,1,237,7,13,17,0
57,2.28,2,264,4,25,20,0
58,2.32,1,237,7,13,17,0
58,2.32,2,264,4,25,20,0
59,2.36,1,237,7,13,17,0
59,2.36,2,264,4,25,20,0
60,2.4,1,237,7,13,17,0
60,2.4,2,264,5,12,19,0
61,2.44,1,237,7,13,17,0
61,2.44,2,264,5,11,19,0
61,2.44,3,275,6,14,18,0
62,2.48,1,237,7,13,17,0
62,2.48,2,264,5,11,19,0
62,2.48,3,273,6,16,18,0
63,2.52,1,237,7,13,17,0
63,2.52,3,264,6,25,18,0
64,2.56,1,237,7,13,17,0
64,2.56,2,264,5,11,19,0
64,2.56,3,275,6,14,18,0
65,2.6,1,237,7,13,17,0
65,2.6,2,264,6,11,18,0
66,2.64,1,237,7,13,17,0
66,2.64,2,264,5,11,19,0
66,2.64,3,275,6,14,18,0
67,2.68,1,237,7,13,17,0
67,2.68,3,264,6,25,18,0
68,2.72,1,237,7,13,17,0
68,2.72,3,264,6,25,18,0
