frame,time_s,track_id,x,y,w,h,target_found
0,0.0,,,,,,0
1,0.04,,,,,,0
2,0.08,,,,,,0
3,0.12,,,,,,0
4,0.16,,,,,,0
5,0.2,,,,,,0
6,0.24,,,,,,0
7,0.28,,,,,,0
8,0.32,,,,,,0
9,0.36,,,,,,0
10,0.4,,,,,,0
11,0.44,,,,,,0
12,0.48,,,,,,0
13,0.52,,,,,,0
14,0.56,,,,,,0
15,0.6,,,,,,0
16,0.64,,,,,,0
17,0.68,,,,,,0
18,0.72,,,,,,0
19,0.76,,,,,,0
20,0.8,,,,,,0
21,0.84,,,,,,0
22,0.88,,,,,,0
23,0.92,,,,,,0
24,0.96,,,,,,0
25,1.0,1,0,112,59,86,0
25,1.0,2,0,161,9,37,0
25,1.0,3,0,180,25,28,0
25,1.0,4,0,203,55,85,0
25,1.0,5,42,229,19,31,0
25,1.0,6,50,166,38,38,0
25,1.0,7,54,176,133,112,0
25,1.0,8,150,176,28,12,0
25,1.0,9,167,12,33,33,0
25,1.0,10,224,172,75,60,0
25,1.0,11,290,267,25,20,0
26,1.04,1,12,124,25,49,0
26,1.04,2,0,159,13,48,0
26,1.04,3,24,164,16,34,0
26,1.04,4,0,202,64,74,0
26,1.04,6,39,160,19,36,0
26,1.04,7,39,177,139,111,0
26,1.04,10,224,170,83,62,0
26,1.04,11,293,272,19,16,0
26,1.04,12,0,126,7,30,0
27,1.08,3,12,125,112,101,0
27,1.08,4,0,264,22,24,0
27,1.08,7,0,130,181,158,0
27,1.08,9,177,30,22,17,0
27,1.08,10,224,173,83,60,0
27,1.08,11,297,278,17,9,0
27,1.08,13,144,31,16,17,0
28,1.12,1,0,124,55,64,0
28,1.12,2,0,192,57,83,0
28,1.12,3,52,191,128,97,0
28,1.12,4,0,246,18,42,0
28,1.12,5,27,202,37,41,0
28,1.12,6,0,154,12,36,0
28,1.12,7,50,186,74,63,0
28,1.12,10,224,175,86,58,0
28,1.12,12,26,120,25,18,0
29,1.16,7,0,118,182,170,0
29,1.16,10,224,173,81,58,0
30,1.2,1,0,128,36,45,0
30,1.2,2,0,263,12,25,0
30,1.2,4,0,247,13,21,0
30,1.2,5,24,158,67,103,0
30,1.2,7,82,176,42,60,0
30,1.2,8,64,184,113,104,0
30,1.2,9,176,24,25,27,0
30,1.2,10,224,170,83,61,0
30,1.2,12,26,120,29,19,0
30,1.2,13,144,31,16,20,0
30,1.2,14,0,179,54,87,0
31,1.24,1,0,112,25,93,0
31,1.24,2,0,267,13,21,0
31,1.24,5,24,160,30,36,0
31,1.24,7,136,169,40,38,0
31,1.24,8,50,169,128,119,0
31,1.24,10,224,170,78,61,0
31,1.24,12,12,122,40,52,0
31,1.24,14,0,196,75,90,0
32,1.28,1,0,161,9,23,0
32,1.28,4,0,207,34,64,0
32,1.28,5,0,112,54,74,0
32,1.28,7,147,182,15,24,0
32,1.28,8,19,166,157,122,0
32,1.28,9,174,28,23,18,0
32,1.28,10,223,176,84,55,0
32,1.28,12,0,186,32,31,0
32,1.28,14,28,215,31,26,0
32,1.28,15,0,111,10,21,0
32,1.28,16,116,214,43,31,0
33,1.32,2,0,250,13,38,0
33,1.32,7,143,174,33,50,0
33,1.32,8,74,238,17,20,0
33,1.32,9,178,30,22,22,0
33,1.32,10,222,173,84,58,0
33,1.32,13,144,31,24,22,0
33,1.32,14,0,112,178,176,0
34,1.36,1,0,158,12,40,0
34,1.36,4,0,194,60,84,0
34,1.36,8,31,202,33,36,0
34,1.36,10,224,173,83,59,0
34,1.36,14,0,109,182,179,0
35,1.4,2,0,259,11,29,0
35,1.4,9,176,22,23,25,0
35,1.4,10,224,171,83,60,0
35,1.4,14,0,103,183,185,0
36,1.44,1,0,192,49,56,0
36,1.44,2,0,264,13,17,0
36,1.44,4,33,207,26,18,0
36,1.44,7,138,176,26,14,0
36,1.44,10,224,177,82,55,0
36,1.44,14,7,126,171,162,0
37,1.48,1,0,210,59,54,0
37,1.48,2,0,264,10,20,0
37,1.48,4,13,188,37,42,0
37,1.48,7,130,166,46,40,0
