frame,time_s,track_id,x,y,w,h,target_found
0,0.0,,,,,,0
1,0.04,,,,,,0
2,0.08,,,,,,0
3,0.12,,,,,,0
4,0.16,,,,,,0
5,0.2,,,,,,0
6,0.24,,,,,,0
7,0.28,,,,,,0
8,0.32,,,,,,0
9,0.36,,,,,,0
10,0.4,,,,,,0
11,0.44,,,,,,0
12,0.48,,,,,,0
13,0.52,,,,,,0
14,0.56,,,,,,0
15,0.6,,,,,,0
16,0.64,,,,,,0
17,0.68,,,,,,0
18,0.72,,,,,,0
19,0.76,,,,,,0
20,0.8,,,,,,0
21,0.84,,,,,,0
22,0.88,,,,,,0
23,0.92,,,,,,0
24,0.96,,,,,,0
25,1.0,1,133,76,39,43,0
25,1.0,2,170,119,14,28,0
25,1.0,3,298,117,15,13,0
25,1.0,4,301,168,10,24,0
26,1.04,1,133,76,31,26,0
26,1.04,2,170,119,14,27,0
26,1.04,3,299,118,13,12,0
27,1.08,1,139,77,21,14,0
27,1.08,2,170,114,13,31,0
27,1.08,5,133,87,30,18,0
28,1.12,2,170,113,14,32,0
28,1.12,5,144,91,19,13,0
29,1.16,1,144,109,12,42,0
29,1.16,2,170,113,14,32,0
29,1.16,5,144,91,18,11,0
30,1.2,1,145,115,12,30,0
30,1.2,2,168,112,14,31,0
31,1.24,1,145,115,12,31,0
31,1.24,2,168,113,14,30,0
32,1.28,2,175,115,13,28,0
33,1.32,2,168,109,19,34,0
34,1.36,2,164,94,23,49,0
35,1.4,1,214,113,18,62,0
35,1.4,2,155,88,32,55,0
36,1.44,1,214,113,18,62,0
36,1.44,2,155,88,32,55,0
37,1.48,1,214,113,14,32,0
37,1.48,2,154,85,34,58,0
37,1.48,5,223,78,7,33,0
38,1.52,1,207,113,23,33,0
38,1.52,2,154,84,23,49,0
38,1.52,5,222,78,8,33,0
38,1.52,6,171,111,17,32,0
39,1.56,1,203,113,27,34,0
39,1.56,2,154,83,34,60,0
39,1.56,5,222,76,9,29,0
40,1.6,1,201,113,29,35,0
40,1.6,2,164,83,24,60,0
40,1.6,5,221,77,9,25,0
40,1.6,6,213,170,14,14,0
41,1.64,1,201,113,29,35,0
41,1.64,2,164,83,13,58,0
41,1.64,5,221,77,9,25,0
41,1.64,6,213,170,14,14,0
41,1.64,7,146,100,14,42,0
41,1.64,8,176,112,12,31,0
42,1.68,1,203,112,27,37,0
42,1.68,2,164,83,14,65,0
42,1.68,5,212,79,18,32,0
43,1.72,1,202,108,28,42,0
43,1.72,2,164,83,23,81,0
43,1.72,5,209,79,19,25,0
44,1.76,1,202,78,29,72,0
44,1.76,8,164,83,23,81,0
45,1.8,1,202,77,28,73,0
45,1.8,8,165,83,17,81,0
46,1.84,1,202,77,28,73,0
46,1.84,8,165,83,14,81,0
47,1.88,1,201,76,24,74,0
47,1.88,8,165,83,16,81,0
48,1.92,1,199,76,25,74,0
48,1.92,8,166,85,15,64,0
49,1.96,1,199,77,25,73,0
49,1.96,8,166,85,15,56,0
50,2.0,1,198,77,26,75,0
50,2.0,8,166,85,12,56,0
51,2.04,1,198,77,22,76,0
51,2.04,8,166,88,13,53,0
52,2.08,1,193,79,26,74,0
52,2.08,8,167,92,12,50,0
53,2.12,1,192,80,26,75,0
53,2.12,5,182,84,14,26,0
53,2.12,8,169,96,8,45,0
54,2.16,1,181,75,36,80,0
54,2.16,8,169,96,8,43,0
55,2.2,1,180,75,35,80,0
55,2.2,8,169,96,8,43,0
55,2.2,9,302,8,13,26,0
56,2.24,1,180,75,35,80,0
56,2.24,9,302,8,13,26,0
57,2.28,1,178,71,34,84,0
57,2.28,7,135,97,20,22,0
57,2.28,9,295,8,19,20,0
58,2.32,1,185,67,26,88,0
58,2.32,7,135,97,20,27,0
58,2.32,9,295,8,18,22,0
59,2.36,1,185,66,24,89,0
59,2.36,5,177,92,10,25,0
59,2.36,7,135,97,20,31,0
59,2.36,9,295,8,19,22,0
60,2.4,1,186,66,21,89,0
60,2.4,7,135,99,19,31,0
60,2.4,9,295,8,19,22,0
61,2.44,1,184,81,21,74,0
