frame,gt_id,track_id,excluded,x,y,w,h
50,1,1,0,30,105,32,48
50,2,2,0,240,109,32,48
51,1,1,0,30,105,32,48
51,2,2,0,239,109,32,48
52,1,1,0,30,105,32,48
52,2,2,0,239,109,32,48
53,1,1,0,31,105,32,48
53,2,2,0,238,109,32,48
54,1,1,0,31,105,32,48
54,2,2,0,238,109,32,48
55,1,1,0,32,105,32,48
55,2,2,0,237,109,32,48
56,1,1,0,32,105,32,48
56,2,2,0,237,109,32,48
57,1,1,0,32,105,32,48
57,2,2,0,237,109,32,48
58,1,1,0,33,105,32,48
58,2,2,0,236,109,32,48
59,1,1,0,33,105,32,48
59,2,2,0,236,109,32,48
60,1,1,0,34,105,32,48
60,2,2,0,235,109,32,48
61,1,1,0,34,105,32,48
61,2,2,0,235,109,32,48
62,1,1,0,34,105,32,48
62,2,2,0,235,109,32,48
63,1,1,0,35,105,32,48
63,2,2,0,234,109,32,48
64,1,1,0,35,105,32,48
64,2,2,0,234,109,32,48
65,1,1,0,36,105,32,48
65,2,2,0,233,109,32,48
66,1,1,0,36,105,32,48
66,2,2,0,233,109,32,48
67,1,1,0,37,105,32,48
67,2,2,0,232,109,32,48
68,1,1,0,37,105,32,48
68,2,2,0,232,109,32,48
69,1,1,0,37,105,32,48
69,2,2,0,232,109,32,48
70,1,1,0,38,105,32,48
70,2,2,0,231,109,32,48
71,1,1,0,38,105,32,48
71,2,2,0,231,109,32,48
72,1,1,0,39,105,32,48
72,2,2,0,230,109,32,48
73,1,1,0,39,105,32,48
73,2,2,0,230,109,32,48
74,1,1,0,39,105,32,48
74,2,2,0,230,109,32,48
75,1,1,0,40,105,32,48
75,2,2,0,229,109,32,48
76,1,1,0,40,105,32,48
76,2,2,0,229,109,32,48
77,1,1,0,41,105,32,48
77,2,2,0,228,109,32,48
78,1,1,0,41,105,32,48
78,2,2,0,228,109,32,48
79,1,1,0,42,105,32,48
79,2,2,0,227,109,32,48
80,1,1,0,42,105,32,48
80,2,2,0,227,109,32,48
81,1,1,0,42,105,32,48
81,2,2,0,227,109,32,48
82,1,1,0,43,105,32,48
82,2,2,0,226,109,32,48
83,1,1,0,43,105,32,48
83,2,2,0,226,109,32,48
84,1,1,0,44,105,32,48
84,2,2,0,225,109,32,48
85,1,1,0,44,105,32,48
85,2,2,0,225,109,32,48
86,1,1,0,44,105,32,48
86,2,2,0,225,109,32,48
87,1,1,0,45,105,32,48
87,2,2,0,224,109,32,48
88,1,1,0,45,105,32,48
88,2,2,0,224,109,32,48
89,1,1,0,46,105,32,48
89,2,2,0,223,109,32,48
90,1,1,0,46,105,32,48
90,2,2,0,223,109,32,48
91,1,1,0,47,105,32,48
91,2,2,0,222,109,32,48
92,1,1,0,47,105,32,48
92,2,2,0,222,109,32,48
93,1,1,0,47,105,32,48
