frame,gt_id,track_id,excluded,x,y,w,h
50,1,1,0,30,100,32,48
50,2,2,0,240,104,32,48
51,1,1,0,30,100,32,48
51,2,2,0,239,104,32,48
52,1,1,0,30,100,32,48
52,2,2,0,239,104,32,48
53,1,1,0,31,100,32,48
53,2,2,0,238,104,32,48
54,1,1,0,31,100,32,48
54,2,2,0,238,104,32,48
55,1,1,0,32,100,32,48
55,2,2,0,237,104,32,48
56,1,1,0,32,100,32,48
56,2,2,0,237,104,32,48
57,1,1,0,32,100,32,48
57,2,2,0,237,104,32,48
58,1,1,0,33,100,32,48
58,2,2,0,236,104,32,48
59,1,1,0,33,100,32,48
59,2,2,0,236,104,32,48
60,1,1,0,34,100,32,48
60,2,2,0,235,104,32,48
61,1,1,0,34,100,32,48
61,2,2,0,235,104,32,48
62,1,1,0,34,100,32,48
62,2,2,0,235,104,32,48
63,1,1,0,35,100,32,48
63,2,2,0,234,104,32,48
64,1,1,0,35,100,32,48
64,2,2,0,234,104,32,48
65,1,1,0,36,100,32,48
65,2,2,0,233,104,32,48
66,1,1,0,36,100,32,48
66,2,2,0,233,104,32,48
67,1,1,0,37,100,32,48
67,2,2,0,232,104,32,48
68,1,1,0,37,100,32,48
68,2,2,0,232,104,32,48
69,1,1,0,37,100,32,48
69,2,2,0,232,104,32,48
70,1,1,0,38,100,32,48
70,2,2,0,231,104,32,48
71,1,1,0,38,100,32,48
71,2,2,0,231,104,32,48
72,1,1,0,39,100,32,48
72,2,2,0,230,104,32,48
73,1,1,0,39,100,32,48
73,2,2,0,230,104,32,48
74,1,1,0,39,100,32,48
74,2,2,0,230,104,32,48
75,1,1,0,40,100,32,48
75,2,2,0,229,104,32,48
76,1,1,0,40,100,32,48
76,2,2,0,229,104,32,48
77,1,1,0,41,100,32,48
77,2,2,0,228,104,32,48
78,1,1,0,41,100,32,48
78,2,2,0,228,104,32,48
79,1,1,0,42,100,32,48
79,2,2,0,227,104,32,48
80,1,1,0,42,100,32,48
80,2,2,0,227,104,32,48
81,1,1,0,42,100,32,48
81,2,2,0,227,104,32,48
82,1,1,0,43,100,32,48
82,2,2,0,226,104,32,48
83,1,1,0,43,100,32,48
83,2,2,0,226,104,32,48
84,1,1,0,44,100,32,48
84,2,2,0,225,104,32,48
85,1,1,0,44,100,32,48
85,2,2,0,225,104,32,48
86,1,1,0,44,100,32,48
86,2,2,0,225,104,32,48
87,1,1,0,45,100,32,48
87,2,2,0,224,104,32,48
88,1,1,0,45,100,32,48
88,2,2,0,224,104,32,48
89,1,1,0,46,100,32,48
89,2,2,0,223,104,32,48
90,1,1,0,46,100,32,48
90,2,2,0,223,104,32,48
91,1,1,0,47,100,32,48
91,2,2,0,222,104,32,48
92,1,1,0,47,100,32,48
92,2,2,0,222,104,32,48
93,1,1,0,47,100,32,48
93,2,2,0,222,104,32,48
94,1,1,0,48,100,32,48
94,2,2,0,221,104,32,48
95,1,1,0,48,100,32,48
95,2,2,0,221,104,32,48
96,1,1,0,49,100,32,48
96,2,2,0,220,104,32,48
97,1,1,0,49,100,32,48
97,2,2,0,220,104,32,48
98,1,1,0,49,100,32,48
98,2,2,0,220,104,32,48
99,1,1,0,50,100,32,48
99,2,2,0,219,104,32,48
100,1,1,0,50,100,32,48
100,2,2,0,219,104,32,48
101,1,1,0,51,100,32,48
101,2,2,0,218,104,32,48
102,1,1,0,51,100,32,48
102,2,2,0,218,104,32,48
103,1,1,0,52,100,32,48
103,2,2,0,217,104,32,48
104,1,1,0,52,100,32,48
104,2,2,0,217,104,32,48
105,1,1,0,52,100,32,48
105,2,2,0,217,104,32,48
106,1,1,0,53,100,32,48
106,2,2,0,216,104,32,48
107,1,1,0,53,100,32,48
107,2,2,0,216,104,32,48
108,1,1,0,54,100,32,48
108,2,2,0,215,104,32,48
109,1,1,0,54,100,32,48
109,2,2,0,215,104,32,48
110,1,1,0,54,100,32,48
110,2,2,0,215,104,32,48
111,1,1,0,55,100,32,48
111,2,2,0,214,104,32,48
112,1,1,0,55,100,32,48
112,2,2,0,214,104,32,48
113,1,1,0,56,100,32,48
113,2,2,0,213,104,32,48
114,1,1,0,56,100,32,48
114,2,2,0,213,104,32,48
115,1,1,0,57,100,32,48
115,2,2,0,212,104,32,48
116,1,1,0,57,100,32,48
116,2,2,0,212,104,32,48
117,1,1,0,57,100,32,48
117,2,2,0,212,104,32,48
118,1,1,0,58,100,32,48
