frame,gt_id,track_id,excluded,x,y,w,h
50,1,1,0,30,115,32,48
50,2,2,0,240,115,32,48
51,1,1,0,30,115,32,48
51,2,2,0,239,115,32,48
52,1,1,0,30,115,32,48
52,2,2,0,239,115,32,48
53,1,1,0,31,115,32,48
53,2,2,0,238,115,32,48
54,1,1,0,31,115,32,48
54,2,2,0,238,115,32,48
55,1,1,0,32,115,32,48
55,2,2,0,237,115,32,48
56,1,1,0,32,115,32,48
56,2,2,0,237,115,32,48
57,1,1,0,32,115,32,48
57,2,2,0,237,115,32,48
58,1,1,0,33,115,32,48
58,2,2,0,236,115,32,48
59,1,1,0,33,115,32,48
59,2,2,0,236,115,32,48
60,1,1,0,34,115,32,48
60,2,2,0,235,115,32,48
61,1,1,0,34,115,32,48
61,2,2,0,235,115,32,48
62,1,1,0,34,115,32,48
62,2,2,0,235,115,32,48
63,1,1,0,35,115,32,48
63,2,2,0,234,115,32,48
64,1,1,0,35,115,32,48
64,2,2,0,234,115,32,48
65,1,1,0,36,115,32,48
65,2,2,0,233,115,32,48
66,1,1,0,36,115,32,48
66,2,2,0,233,115,32,48
67,1,1,0,37,115,32,48
67,2,2,0,232,115,32,48
68,1,1,0,37,115,32,48
68,2,2,0,232,115,32,48
69,1,1,0,37,115,32,48
69,2,2,0,232,115,32,48
70,1,1,0,38,115,32,48
70,2,2,0,231,115,32,48
71,1,1,0,38,115,32,48
71,2,2,0,231,115,32,48
72,1,1,0,39,115,32,48
72,2,2,0,230,115,32,48
73,1,1,0,39,115,32,48
73,2,2,0,230,115,32,48
74,1,1,0,39,115,32,48
74,2,2,0,230,115,32,48
75,1,1,0,40,115,32,48
75,2,2,0,229,115,32,48
76,1,1,0,40,115,32,48
76,2,2,0,229,115,32,48
77,1,1,0,41,115,32,48
77,2,2,0,228,115,32,48
78,1,1,0,41,115,32,48
78,2,2,0,228,115,32,48
79,1,1,0,42,115,32,48
79,2,2,0,227,115,32,48
80,1,1,0,42,115,32,48
80,2,2,0,227,115,32,48
81,1,1,0,42,115,32,48
81,2,2,0,227,115,32,48
82,1,1,0,43,115,32,48
82,2,2,0,226,115,32,48
83,1,1,0,43,115,32,48
83,2,2,0,226,115,32,48
84,1,1,0,44,115,32,48
84,2,2,0,225,115,32,48
85,1,1,0,44,115,32,48
85,2,2,0,225,115,32,48
86,1,1,0,44,115,32,48
86,2,2,0,225,115,32,48
87,1,1,0,45,115,32,48
87,2,2,0,224,115,32,48
88,1,1,0,45,115,32,48
88,2,2,0,224,115,32,48
89,1,1,0,46,115,32,48
89,2,2,0,223,115,32,48
90,1,1,0,46,115,32,48
90,2,2,0,223,115,32,48
91,1,1,0,47,115,32,48
91,2,2,0,222,115,32,48
92,1,1,0,47,115,32,48
92,2,2,0,222,115,32,48
93,1,1,0,47,115,32,48
93,2,2,0,222,115,32,48
94,1,1,0,48,115,32,48
94,2,2,0,221,115,32,48
95,1,1,0,48,115,32,48
95,2,2,0,221,115,32,48
96,1,1,0,49,115,32,48
96,2,2,0,220,115,32,48
97,1,1,0,49,115,32,48
97,2,2,0,220,115,32,48
98,1,1,0,49,115,32,48
98,2,2,0,220,115,32,48
99,1,1,0,50,115,32,48
99,2,2,0,219,115,32,48
100,1,1,0,50,115,32,48
100,2,2,0,219,115,32,48
101,1,1,0,51,115,32,48
101,2,2,0,218,115,32,48
102,1,1,0,51,115,32,48
102,2,2,0,218,115,32,48
103,1,1,0,52,115,32,48
103,2,2,0,217,115,32,48
104,1,1,0,52,115,32,48
104,2,2,0,217,115,32,48
105,1,1,0,52,115,32,48
105,2,2,0,217,115,32,48
106,1,1,0,53,115,32,48
106,2,2,0,216,115,32,48
107,1,1,0,53,115,32,48
107,2,2,0,216,115,32,48
108,1,1,0,54,115,32,48
108,2,2,0,215,115,32,48
109,1,1,0,54,115,32,48
109,2,2,0,215,115,32,48
110,1,1,0,54,115,32,48
110,2,2,0,215,115,32,48
111,1,1,0,55,115,32,48
111,2,2,0,214,115,32,48
112,1,1,0,55,115,32,48
112,2,2,0,214,115,32,48
113,1,1,0,56,115,32,48
113,2,2,0,213,115,32,48
114,1,1,0,56,115,32,48
114,2,2,0,213,115,32,48
115,1,1,0,57,115,32,48
115,2,2,0,212,115,32,48
116,1,1,0,57,115,32,48
116,2,2,0,212,115,32,48
117,1,1,0,57,115,32,48
117,2,2,0,212,115,32,48
118,1,1,0,58,115,32,48
118,2,2,0,211,115,32,48
119,1,1,0,58,115,32,48
119,2,2,0,211,115,32,48
120,1,1,0,59,115,32,48
120,2,2,0,210,115,32,48
121,1,1,0,59,115,32,48
121,2,2,0,210,115,32,48
122,1,1,0,59,115,32,48
122,2,2,0,210,115,32,48
123,1,1,0,60,115,32,48
123,2,2,0,209,115,32,48
124,1,1,0,60,115,32,48
124,2,2,0,209,115,32,48
125,1,1,0,61,115,32,48
125,2,2,0,208,115,32,48
126,1,1,0,61,115,32,48
126,2,2,0,208,115,32,48
127,1,1,0,62,115,32,48
127,2,2,0,207,115,32,48
128,1,1,0,62,115,32,48
128,2,2,0,207,115,32,48
129,1,1,0,62,115,32,48
129,2,2,0,207,115,32,48
130,1,1,0,63,115,32,48
130,2,2,0,206,115,32,48
131,1,1,0,63,115,32,48
131,2,2,0,206,115,32,48
132,1,1,0,64,115,32,48
132,2,2,0,205,115,32,48
133,1,1,0,64,115,32,48
133,2,2,0,205,115,32,48
134,1,1,0,64,115,32,48
134,2,2,0,205,115,32,48
135,1,1,0,65,115,32,48
135,2,2,0,204,115,32,48
136,1,1,0,65,115,32,48
136,2,2,0,204,115,32,48
137,1,1,0,66,115,32,48
137,2,2,0,203,115,32,48
138,1,1,0,66,115,32,48
138,2,2,0,203,115,32,48
139,1,1,0,67,115,32,48
139,2,2,0,202,115,32,48
140,1,1,0,67,115,32,48
140,2,2,0,202,115,32,48
141,1,1,0,67,115,32,48
141,2,2,0,202,115,32,48
142,1,1,0,68,115,32,48
142,2,2,0,201,115,32,48
143,1,1,0,68,115,32,48
143,2,2,0,201,115,32,48
144,1,1,0,69,115,32,48
144,2,2,0,200,115,32,48
145,1,1,0,69,115,32,48
145,2,2,0,200,115,32,48
146,1,1,0,69,115,32,48
146,2,2,0,200,115,32,48
147,1,1,0,70,115,32,48
147,2,2,0,199,115,32,48
148,1,1,0,70,115,32,48
148,2,2,0,199,115,32,48
149,1,1,0,71,115,32,48
149,2,2,0,198,115,32,48
150,1,1,0,71,115,32,48
150,2,2,0,198,115,32,48
151,1,1,0,72,115,32,48
151,2,2,0,197,115,32,48
152,1,1,0,72,115,32,48
152,2,2,0,197,115,32,48
153,1,1,0,72,115,32,48
153,2,2,0,197,115,32,48
154,1,1,0,73,115,32,48
154,2,2,0,196,115,32,48
155,1,1,0,73,115,32,48
155,2,2,0,196,115,32,48
156,1,1,0,74,115,32,48
156,2,2,0,195,115,32,48
157,1,1,0,74,115,32,48
157,2,2,0,195,115,32,48
158,1,1,0,74,115,32,48
158,2,2,0,195,115,32,48
159,1,1,0,75,115,32,48
159,2,2,0,194,115,32,48
160,1,1,0,75,115,32,48
160,2,2,0,194,115,32,48
161,1,1,0,76,115,32,48
161,2,2,0,193,115,32,48
162,1,1,0,76,115,32,48
162,2,2,0,193,115,32,48
163,1,1,0,77,115,32,48
163,2,2,0,192,115,32,48
164,1,1,0,77,115,32,48
164,2,2,0,192,115,32,48
165,1,1,0,77,115,32,48
165,2,2,0,192,115,32,48
166,1,1,0,78,115,32,48
166,2,2,0,191,115,32,48
167,1,1,0,78,115,32,48
167,2,2,0,191,115,32,48
