frame,gt_id,track_id,excluded,x,y,w,h
50,1,1,0,30,95,34,48
50,2,2,0,240,99,34,48
51,1,1,0,30,95,34,48
51,2,2,0,239,99,34,48
52,1,1,0,30,95,34,48
52,2,2,0,239,99,34,48
53,1,1,0,31,95,34,48
53,2,2,0,238,99,34,48
54,1,1,0,31,95,34,48
54,2,2,0,238,99,34,48
55,1,1,0,32,95,34,48
55,2,2,0,237,99,34,48
56,1,1,0,32,95,34,48
56,2,2,0,237,99,34,48
57,1,1,0,32,95,34,48
57,2,2,0,237,99,34,48
58,1,1,0,33,95,34,48
58,2,2,0,236,99,34,48
59,1,1,0,33,95,34,48
59,2,2,0,236,99,34,48
60,1,1,0,34,95,34,48
60,2,2,0,235,99,34,48
61,1,1,0,34,95,34,48
61,2,2,0,235,99,34,48
62,1,1,0,34,95,34,48
62,2,2,0,235,99,34,48
63,1,1,0,35,95,34,48
63,2,2,0,234,99,34,48
64,1,1,0,35,95,34,48
64,2,2,0,234,99,34,48
65,1,1,0,36,95,34,48
65,2,2,0,233,99,34,48
66,1,1,0,36,95,34,48
66,2,2,0,233,99,34,48
67,1,1,0,37,95,34,48
67,2,2,0,232,99,34,48
68,1,1,0,37,95,34,48
68,2,2,0,232,99,34,48
69,1,1,0,37,95,34,48
69,2,2,0,232,99,34,48
70,1,1,0,38,95,34,48
70,2,2,0,231,99,34,48
71,1,1,0,38,95,34,48
71,2,2,0,231,99,34,48
72,1,1,0,39,95,34,48
72,2,2,0,230,99,34,48
73,1,1,0,39,95,34,48
73,2,2,0,230,99,34,48
74,1,1,0,39,95,34,48
74,2,2,0,230,99,34,48
75,1,1,0,40,95,34,48
75,2,2,0,229,99,34,48
76,1,1,0,40,95,34,48
76,2,2,0,229,99,34,48
77,1,1,0,41,95,34,48
77,2,2,0,228,99,34,48
78,1,1,0,41,95,34,48
78,2,2,0,228,99,34,48
79,1,1,0,41,95,34,48
79,2,2,0,228,99,34,48
80,1,1,0,42,95,34,48
80,2,2,0,227,99,34,48
81,1,1,0,42,95,34,48
81,2,2,0,227,99,34,48
82,1,1,0,43,95,34,48
82,2,2,0,226,99,34,48
83,1,1,0,43,95,34,48
83,2,2,0,226,99,34,48
84,1,1,0,44,95,34,48
84,2,2,0,225,99,34,48
85,1,1,0,44,95,34,48
85,2,2,0,225,99,34,48
86,1,1,0,44,95,34,48
86,2,2,0,225,99,34,48
87,1,1,0,45,95,34,48
87,2,2,0,224,99,34,48
88,1,1,0,45,95,34,48
88,2,2,0,224,99,34,48
89,1,1,0,46,95,34,48
89,2,2,0,223,99,34,48
90,1,1,0,46,95,34,48
90,2,2,0,223,99,34,48
91,1,1,0,46,95,34,48
91,2,2,0,223,99,34,48
92,1,1,0,47,95,34,48
92,2,2,0,222,99,34,48
93,1,1,0,47,95,34,48
93,2,2,0,222,99,34,48
94,1,1,0,48,95,34,48
94,2,2,0,221,99,34,48
95,1,1,0,48,95,34,48
95,2,2,0,221,99,34,48
96,1,1,0,48,95,34,48
96,2,2,0,221,99,34,48
97,1,1,0,49,95,34,48
97,2,2,0,220,99,34,48
98,1,1,0,49,95,34,48
98,2,2,0,220,99,34,48
99,1,1,0,50,95,34,48
99,2,2,0,219,99,34,48
100,1,1,0,50,95,34,48
100,2,2,0,219,99,34,48
101,1,1,0,51,95,34,48
101,2,2,0,218,99,34,48
102,1,1,0,51,95,34,48
102,2,2,0,218,99,34,48
103,1,1,0,51,95,34,48
103,2,2,0,218,99,34,48
104,1,1,0,52,95,34,48
104,2,2,0,217,99,34,48
105,1,1,0,52,95,34,48
105,2,2,0,217,99,34,48
106,1,1,0,53,95,34,48
106,2,2,0,216,99,34,48
107,1,1,0,53,95,34,48
107,2,2,0,216,99,34,48
108,1,1,0,53,95,34,48
108,2,2,0,216,99,34,48
109,1,1,0,54,95,34,48
109,2,2,0,215,99,34,48
110,1,1,0,54,95,34,48
110,2,2,0,215,99,34,48
111,1,1,0,55,95,34,48
111,2,2,0,214,99,34,48
112,1,1,0,55,95,34,48
112,2,2,0,214,99,34,48
113,1,1,0,55,95,34,48
113,2,2,0,214,99,34,48
114,1,1,0,56,95,34,48
114,2,2,0,213,99,34,48
115,1,1,0,56,95,34,48
115,2,2,0,213,99,34,48
116,1,1,0,57,95,34,48
116,2,2,0,212,99,34,48
117,1,1,0,57,95,34,48
117,2,2,0,212,99,34,48
118,1,1,0,58,95,34,48
118,2,2,0,211,99,34,48
119,1,1,0,58,95,34,48
119,2,2,0,211,99,34,48
120,1,1,0,58,95,34,48
120,2,2,0,211,99,34,48
121,1,1,0,59,95,34,48
121,2,2,0,210,99,34,48
122,1,1,0,59,95,34,48
122,2,2,0,210,99,34,48
123,1,1,0,60,95,34,48
123,2,2,0,209,99,34,48
124,1,1,0,60,95,34,48
124,2,2,0,209,99,34,48
125,1,1,0,60,95,34,48
125,2,2,0,209,99,34,48
126,1,1,0,61,95,34,48
126,2,2,0,208,99,34,48
127,1,1,0,61,95,34,48
127,2,2,0,208,99,34,48
128,1,1,0,62,95,34,48
128,2,2,0,207,99,34,48
129,1,1,0,62,95,34,48
129,2,2,0,207,99,34,48
130,1,1,0,62,95,34,48
130,2,2,0,207,99,34,48
131,1,1,0,63,95,34,48
131,2,2,0,206,99,34,48
132,1,1,0,63,95,34,48
132,2,2,0,206,99,34,48
133,1,1,0,64,95,34,48
133,2,2,0,205,99,34,48
134,1,1,0,64,95,34,48
134,2,2,0,205,99,34,48
135,1,1,0,65,95,34,48
135,2,2,0,204,99,34,48
136,1,1,0,65,95,34,48
136,2,2,0,204,99,34,48
137,1,1,0,65,95,34,48
137,2,2,0,204,99,34,48
138,1,1,0,66,95,34,48
138,2,2,0,203,99,34,48
139,1,1,0,66,95,34,48
139,2,2,0,203,99,34,48
140,1,1,0,67,95,34,48
140,2,2,0,202,99,34,48
141,1,1,0,67,95,34,48
141,2,2,0,202,99,34,48
142,1,1,0,67,95,34,48
142,2,2,0,202,99,34,48
143,1,1,0,68,95,34,48
143,2,2,0,201,99,34,48
144,1,1,0,68,95,34,48
144,2,2,0,201,99,34,48
145,1,1,0,69,95,34,48
145,2,2,0,200,99,34,48
146,1,1,0,69,95,34,48
146,2,2,0,200,99,34,48
147,1,1,0,69,95,34,48
147,2,2,0,200,99,34,48
148,1,1,0,70,95,34,48
148,2,2,0,199,99,34,48
149,1,1,0,70,95,34,48
149,2,2,0,199,99,34,48
150,1,1,0,71,95,34,48
150,2,2,0,198,99,34,48
151,1,1,0,71,95,34,48
151,2,2,0,198,99,34,48
152,1,1,0,72,95,34,48
152,2,2,0,197,99,34,48
153,1,1,0,72,95,34,48
153,2,2,0,197,99,34,48
154,1,1,0,72,95,34,48
154,2,2,0,197,99,34,48
155,1,1,0,73,95,34,48
155,2,2,0,196,99,34,48
156,1,1,0,73,95,34,48
156,2,2,0,196,99,34,48
157,1,1,0,74,95,34,48
157,2,2,0,195,99,34,48
158,1,1,0,74,95,34,48
158,2,2,0,195,99,34,48
159,1,1,0,74,95,34,48
159,2,2,0,195,99,34,48
160,1,1,0,75,95,34,48
160,2,2,0,194,99,34,48
161,1,1,0,75,95,34,48
161,2,2,0,194,99,34,48
162,1,1,0,76,95,34,48
162,2,2,0,193,99,34,48
163,1,1,0,76,95,34,48
163,2,2,0,193,99,34,48
164,1,1,0,76,95,34,48
164,2,2,0,193,99,34,48
165,1,1,0,77,95,34,48
165,2,2,0,192,99,34,48
166,1,1,0,77,95,34,48
166,2,2,0,192,99,34,48
167,1,1,0,78,95,34,48
167,2,2,0,191,99,34,48
168,1,1,0,78,95,34,48
168,2,2,0,191,99,34,48
169,1,1,0,79,95,34,48
169,2,2,0,190,99,34,48
170,1,1,0,79,95,34,48
170,2,2,0,190,99,34,48
171,1,1,0,79,95,34,48
171,2,2,0,190,99,34,48
172,1,1,0,80,95,34,48
172,2,2,0,189,99,34,48
173,1,1,0,80,95,34,48
173,2,2,0,189,99,34,48
174,1,1,0,81,95,34,48
174,2,2,0,188,99,34,48
175,1,1,0,81,95,34,48
175,2,2,0,188,99,34,48
176,1,1,0,81,95,34,48
176,2,2,0,188,99,34,48
177,1,1,0,82,95,34,48
177,2,2,0,187,99,34,48
178,1,1,0,82,95,34,48
178,2,2,0,187,99,34,48
179,1,1,0,83,95,34,48
179,2,2,0,186,99,34,48
180,1,1,0,83,95,34,48
180,2,2,0,186,99,34,48
181,1,1,0,83,95,34,48
181,2,2,0,186,99,34,48
182,1,1,0,84,95,34,48
182,2,2,0,185,99,34,48
183,1,1,0,84,95,34,48
183,2,2,0,185,99,34,48
184,1,1,0,85,95,34,48
184,2,2,0,184,99,34,48
185,1,1,0,85,95,34,48
185,2,2,0,184,99,34,48
186,1,1,0,86,95,34,48
186,2,2,0,183,99,34,48
187,1,1,0,86,95,34,48
187,2,2,0,183,99,34,48
188,1,1,0,86,95,34,48
188,2,2,0,183,99,34,48
189,1,1,0,87,95,34,48
189,2,2,0,182,99,34,48
190,1,1,0,87,95,34,48
190,2,2,0,182,99,34,48
191,1,1,0,88,95,34,48
191,2,2,0,181,99,34,48
192,1,1,0,88,95,34,48
192,2,2,0,181,99,34,48
193,1,1,0,88,95,34,48
193,2,2,0,181,99,34,48
194,1,1,0,89,95,34,48
194,2,2,0,180,99,34,48
195,1,1,0,89,95,34,48
195,2,2,0,180,99,34,48
196,1,1,0,90,95,34,48
196,2,2,0,179,99,34,48
197,1,1,0,90,95,34,48
197,2,2,0,179,99,34,48
198,1,1,0,90,95,34,48
198,2,2,0,179,99,34,48
199,1,1,0,91,95,34,48
199,2,2,0,178,99,34,48
200,1,1,0,91,95,34,48
200,2,2,0,178,99,34,48
201,1,1,0,92,95,34,48
201,2,2,0,177,99,34,48
202,1,1,0,92,95,34,48
202,2,2,0,177,99,34,48
203,1,1,0,93,95,34,48
203,2,2,0,176,99,34,48
204,1,1,0,93,95,34,48
204,2,2,0,176,99,34,48
205,1,1,0,93,95,34,48
205,2,2,0,176,99,34,48
206,1,1,0,94,95,34,48
206,2,2,0,175,99,34,48
207,1,1,0,94,95,34,48
207,2,2,0,175,99,34,48
208,1,1,0,95,95,34,48
208,2,2,0,174,99,34,48
209,1,1,0,95,95,34,48
209,2,2,0,174,99,34,48
210,1,1,0,95,95,34,48
210,2,2,0,174,99,34,48
