frame,gt_id,track_id,excluded,x,y,w,h
50,1,1,0,30,105,34,48
51,1,1,0,30,105,34,48
52,1,1,0,30,105,34,48
53,1,1,0,31,105,34,48
54,1,1,0,31,105,34,48
55,1,1,0,32,105,34,48
56,1,1,0,32,105,34,48
57,1,1,0,32,105,34,48
58,1,1,0,33,105,34,48
59,1,1,0,33,105,34,48
60,1,1,0,34,105,34,48
61,1,1,0,34,105,34,48
62,1,1,0,34,105,34,48
63,1,1,0,35,105,34,48
64,1,1,0,35,105,34,48
65,1,1,0,36,105,34,48
66,1,1,0,36,105,34,48
67,1,1,0,36,105,34,48
68,1,1,0,37,105,34,48
69,1,1,0,37,105,34,48
70,1,1,0,38,105,34,48
71,1,1,0,38,105,34,48
72,1,1,0,38,105,34,48
73,1,1,0,39,105,34,48
74,1,1,0,39,105,34,48
75,1,1,0,40,105,34,48
76,1,1,0,40,105,34,48
77,1,1,0,40,105,34,48
78,1,1,0,41,105,34,48
79,1,1,0,41,105,34,48
80,1,1,0,42,105,34,48
81,1,1,0,42,105,34,48
82,1,1,0,42,105,34,48
83,1,1,0,43,105,34,48
84,1,1,0,43,105,34,48
85,1,1,0,44,105,34,48
86,1,1,0,44,105,34,48
87,1,1,0,44,105,34,48
88,1,1,0,45,105,34,48
89,1,1,0,45,105,34,48
90,1,1,0,46,105,34,48
91,1,1,0,46,105,34,48
92,1,1,0,46,105,34,48
93,1,1,0,47,105,34,48
94,1,1,0,47,105,34,48
95,1,1,0,48,105,34,48
96,1,1,0,48,105,34,48
97,1,1,0,48,105,34,48
98,1,1,0,49,105,34,48
99,1,1,0,49,105,34,48
100,1,1,0,50,105,34,48
101,1,1,0,50,105,34,48
102,1,1,0,50,105,34,48
103,1,1,0,51,105,34,48
104,1,1,0,51,105,34,48
105,1,1,0,52,105,34,48
106,1,1,0,52,105,34,48
107,1,1,0,52,105,34,48
108,1,1,0,53,105,34,48
109,1,1,0,53,105,34,48
110,1,1,0,54,105,34,48
111,1,1,0,54,105,34,48
112,1,1,0,54,105,34,48
113,1,1,0,55,105,34,48
114,1,1,0,55,105,34,48
115,1,1,0,56,105,34,48
116,1,1,0,56,105,34,48
117,1,1,0,56,105,34,48
118,1,1,0,57,105,34,48
119,1,1,0,57,105,34,48
120,1,1,0,58,105,34,48
121,1,1,0,58,105,34,48
122,1,1,0,58,105,34,48
123,1,1,0,59,105,34,48
124,1,1,0,59,105,34,48
125,1,1,0,60,105,34,48
126,1,1,0,60,105,34,48
127,1,1,0,60,105,34,48
128,1,1,0,61,105,34,48
129,1,1,0,61,105,34,48
130,1,1,0,62,105,34,48
131,1,1,0,62,105,34,48
132,1,1,0,62,105,34,48
133,1,1,0,63,105,34,48
134,1,1,0,63,105,34,48
135,1,1,0,64,105,34,48
136,1,1,0,64,105,34,48
137,1,1,0,64,105,34,48
138,1,1,0,65,105,34,48
139,1,1,0,65,105,34,48
140,1,1,0,66,105,34,48
141,1,1,0,66,105,34,48
142,1,1,0,66,105,34,48
143,1,1,0,67,105,34,48
144,1,1,0,67,105,34,48
145,1,1,0,68,105,34,48
146,1,1,0,68,105,34,48
147,1,1,0,68,105,34,48
148,1,1,0,69,105,34,48
149,1,1,0,69,105,34,48
150,1,1,0,70,105,34,48
151,1,1,0,70,105,34,48
152,1,1,0,70,105,34,48
153,1,1,0,71,105,34,48
154,1,1,0,71,105,34,48
155,1,1,0,72,105,34,48
156,1,1,0,72,105,34,48
157,1,1,0,72,105,34,48
158,1,1,0,73,105,34,48
159,1,1,0,73,105,34,48
160,1,1,0,74,105,34,48
161,1,1,0,74,105,34,48
162,1,1,0,74,105,34,48
163,1,1,0,75,105,34,48
164,1,1,0,75,105,34,48
165,1,1,0,76,105,34,48
166,1,1,0,76,105,34,48
167,1,1,0,76,105,34,48
168,1,1,0,77,105,34,48
169,1,1,0,77,105,34,48
170,1,1,0,78,105,34,48
171,1,1,0,78,105,34,48
172,1,1,0,78,105,34,48
173,1,1,0,79,105,34,48
174,1,1,0,79,105,34,48
175,1,1,0,80,105,34,48
176,1,1,0,80,105,34,48
177,1,1,0,80,105,34,48
178,1,1,0,81,105,34,48
179,1,1,0,81,105,34,48
180,1,1,0,82,105,34,48
181,1,1,0,82,105,34,48
182,1,1,0,82,105,34,48
183,1,1,0,83,105,34,48
184,1,1,0,83,105,34,48
185,1,1,0,84,105,34,48
186,1,1,0,84,105,34,48
187,1,1,0,84,105,34,48
188,1,1,0,85,105,34,48
189,1,1,0,85,105,34,48
190,1,1,0,86,105,34,48
191,1,1,0,86,105,34,48
192,1,1,0,86,105,34,48
193,1,1,0,87,105,34,48
194,1,1,0,87,105,34,48
195,1,1,0,88,105,34,48
196,1,1,0,88,105,34,48
197,1,1,0,88,105,34,48
198,1,1,0,89,105,34,48
199,1,1,0,89,105,34,48
200,1,1,0,90,105,34,48
201,1,1,0,90,105,34,48
202,1,1,0,90,105,34,48
203,1,1,0,91,105,34,48
204,1,1,0,91,105,34,48
205,1,1,0,92,105,34,48
206,1,1,0,92,105,34,48
207,1,1,0,92,105,34,48
208,1,1,0,93,105,34,48
209,1,1,0,93,105,34,48
210,1,1,0,94,105,34,48
211,1,1,0,94,105,34,48
212,1,1,0,94,105,34,48
213,1,1,0,95,105,34,48
214,1,1,0,95,105,34,48
215,1,1,0,96,105,34,48
216,1,1,0,96,105,34,48
217,1,1,0,96,105,34,48
218,1,1,0,97,105,34,48
219,1,1,0,97,105,34,48
220,1,1,0,98,105,34,48
221,1,1,0,98,105,34,48
222,1,1,0,98,105,34,48
223,1,1,0,99,105,34,48
224,1,1,0,99,105,34,48
225,1,1,0,100,105,34,48
226,1,1,0,100,105,34,48
227,1,1,0,100,105,34,48
228,1,1,0,101,105,34,48
229,1,1,0,101,105,34,48
230,1,1,0,102,105,34,48
231,1,1,0,102,105,34,48
232,1,1,0,102,105,34,48
233,1,1,0,102,105,34,48
234,1,1,0,102,105,34,48
235,1,,0,102,105,34,48
236,1,,0,102,105,34,48
237,1,,0,102,105,34,48
238,1,,0,102,105,34,48
239,1,,0,102,105,34,48
240,1,,0,102,105,34,48
241,1,,0,102,105,34,48
242,1,,0,102,105,34,48
243,1,,0,102,105,34,48
244,1,,0,102,105,34,48
245,1,,0,102,105,34,48
246,1,,0,102,105,34,48
247,1,,0,102,105,34,48
248,1,,0,102,105,34,48
249,1,,0,102,105,34,48
250,1,,0,102,105,34,48
251,1,,0,102,105,34,48
252,1,,0,102,105,34,48
253,1,,0,102,105,34,48
254,1,,0,102,105,34,48
255,1,,0,102,105,34,48
256,1,,0,102,105,34,48
257,1,,0,102,105,34,48
258,1,,0,102,105,34,48
259,1,,0,102,105,34,48
260,1,,0,102,105,34,48
261,1,,0,102,105,34,48
262,1,,0,102,105,34,48
263,1,,0,102,105,34,48
264,1,,0,102,105,34,48
265,1,,0,102,105,34,48
266,1,,0,102,105,34,48
267,1,,0,102,105,34,48
268,1,,0,102,105,34,48
269,1,,0,102,105,34,48
270,1,,0,102,105,34,48
271,1,,0,102,105,34,48
272,1,,0,102,105,34,48
273,1,,0,102,105,34,48
274,1,,0,102,105,34,48
275,1,,0,102,105,34,48
276,1,,0,102,105,34,48
277,1,,0,102,105,34,48
278,1,,0,102,105,34,48
279,1,,0,102,105,34,48
280,1,,0,102,105,34,48
281,1,,0,102,105,34,48
282,1,,0,102,105,34,48
283,1,,0,102,105,34,48
284,1,,0,102,105,34,48
285,1,,0,102,105,34,48
286,1,,0,102,105,34,48
287,1,,0,102,105,34,48
288,1,,0,102,105,34,48
289,1,,0,102,105,34,48
290,1,,0,102,105,34,48
291,1,,0,102,105,34,48
292,1,,0,102,105,34,48
293,1,,0,102,105,34,48
294,1,,0,102,105,34,48
295,1,,0,102,105,34,48
296,1,,0,102,105,34,48
297,1,,0,102,105,34,48
298,1,,0,102,105,34,48
299,1,,0,102,105,34,48
300,1,,0,102,105,34,48
301,1,,0,102,105,34,48
302,1,,0,102,105,34,48
303,1,,0,102,105,34,48
304,1,,0,102,105,34,48
305,1,,0,102,105,34,48
306,1,,0,102,105,34,48
307,1,,0,102,105,34,48
308,1,,0,102,105,34,48
309,1,,0,102,105,34,48
310,1,,0,102,105,34,48
311,1,,0,102,105,34,48
312,1,,0,102,105,34,48
313,1,,0,102,105,34,48
314,1,,0,102,105,34,48
315,1,,0,102,105,34,48
316,1,,0,102,105,34,48
317,1,,0,102,105,34,48
318,1,,0,102,105,34,48
319,1,,0,102,105,34,48
320,1,,0,102,105,34,48
321,1,,0,102,105,34,48
322,1,,0,102,105,34,48
323,1,,0,102,105,34,48
324,1,,0,102,105,34,48
325,1,,0,102,105,34,48
326,1,,0,102,105,34,48
327,1,,0,102,105,34,48
328,1,,0,102,105,34,48
329,1,,0,102,105,34,48
