frame,time_s,track_id,x,y,w,h,target_found
0,0.0,,,,,,0
1,0.04,,,,,,0
2,0.08,,,,,,0
3,0.12,,,,,,0
4,0.16,,,,,,0
5,0.2,,,,,,0
6,0.24,,,,,,0
7,0.28,,,,,,0
8,0.32,,,,,,0
9,0.36,,,,,,0
10,0.4,,,,,,0
11,0.44,,,,,,0
12,0.48,,,,,,0
13,0.52,,,,,,0
14,0.56,,,,,,0
15,0.6,,,,,,0
16,0.64,,,,,,0
17,0.68,,,,,,0
18,0.72,,,,,,0
19,0.76,,,,,,0
20,0.8,,,,,,0
21,0.84,,,,,,0
22,0.88,,,,,,0
23,0.92,,,,,,0
24,0.96,,,,,,0
25,1.0,,,,,,0
26,1.04,,,,,,0
27,1.08,,,,,,0
28,1.12,,,,,,0
29,1.16,,,,,,0
30,1.2,,,,,,0
31,1.24,,,,,,0
32,1.28,,,,,,0
33,1.32,,,,,,0
34,1.36,,,,,,0
35,1.4,,,,,,0
36,1.44,,,,,,0
37,1.48,,,,,,0
38,1.52,,,,,,0
39,1.56,,,,,,0
40,1.6,,,,,,0
41,1.64,,,,,,0
42,1.68,,,,,,0
43,1.72,,,,,,0
44,1.76,,,,,,0
45,1.8,,,,,,0
46,1.84,,,,,,0
47,1.88,,,,,,0
48,1.92,,,,,,0
49,1.96,,,,,,0
50,2.0,,,,,,0
51,2.04,,,,,,0
52,2.08,,,,,,0
53,2.12,,,,,,0
54,2.16,,,,,,0
55,2.2,,,,,,0
56,2.24,,,,,,0
57,2.28,,,,,,0
58,2.32,,,,,,0
59,2.36,,,,,,0
60,2.4,,,,,,0
61,2.44,,,,,,0
62,2.48,,,,,,0
63,2.52,,,,,,0
64,2.56,,,,,,0
65,2.6,,,,,,0
66,2.64,,,,,,0
67,2.68,,,,,,0
68,2.72,,,,,,0
69,2.76,,,,,,0
70,2.8,,,,,,0
71,2.84,,,,,,0
72,2.88,,,,,,0
73,2.92,,,,,,0
74,2.96,,,,,,0
75,3.0,,,,,,0
76,3.04,,,,,,0
77,3.08,,,,,,0
78,3.12,,,,,,0
79,3.16,,,,,,0
80,3.2,,,,,,0
81,3.24,,,,,,0
82,3.28,,,,,,0
83,3.32,,,,,,0
84,3.36,1,24,105,9,20,0
85,3.4,1,22,76,27,43,0
85,3.4,2,24,111,8,58,0
86,3.44,1,22,61,46,52,0
86,3.44,2,24,94,18,118,0
86,3.44,3,20,22,12,35,0
87,3.48,1,0,0,75,217,0
87,3.48,4,32,237,6,27,0
88,3.52,1,0,0,83,224,0
88,3.52,3,0,14,12,18,0
88,3.52,4,32,235,8,29,0
89,3.56,1,0,0,89,218,0
89,3.56,3,0,13,17,27,0
89,3.56,4,32,224,29,41,0
90,3.6,1,0,0,94,272,0
90,3.6,3,0,12,17,25,0
90,3.6,4,37,275,31,13,0
91,3.64,1,0,0,97,248,0
91,3.64,2,30,219,30,52,0
91,3.64,3,0,12,17,25,0
91,3.64,4,53,261,31,27,0
92,3.68,1,0,0,100,244,0
92,3.68,2,32,224,38,47,0
92,3.68,3,0,12,17,22,0
92,3.68,4,75,253,25,35,0
93,3.72,1,0,0,104,271,0
93,3.72,3,0,12,17,22,0
93,3.72,4,78,252,30,36,0
94,3.76,1,0,0,110,288,0
94,3.76,2,35,276,20,12,0
94,3.76,3,0,18,18,18,0
95,3.8,1,0,0,112,277,0
95,3.8,2,36,265,36,23,0
95,3.8,4,82,249,28,39,0
96,3.84,1,25,0,96,282,0
96,3.84,2,36,248,75,40,0
96,3.84,3,22,0,21,18,0
97,3.88,1,30,0,99,288,0
98,3.92,1,34,0,97,288,0
99,3.96,1,44,0,95,288,0
100,4.0,1,48,0,99,288,0
101,4.04,1,56,0,99,288,0
102,4.08,1,64,2,96,286,0
103,4.12,1,73,3,96,285,0
104,4.16,1,81,6,93,282,0
105,4.2,1,85,10,99,278,0
106,4.24,1,93,14,100,274,0
106,4.24,4,178,213,14,28,0
107,4.28,1,94,20,109,268,0
107,4.28,4,199,159,8,20,0
107,4.28,5,99,8,27,18,0
