frame,time_s,track_id,x,y,w,h,target_found
0,0.0,,,,,,0
1,0.04,,,,,,0
2,0.08,,,,,,0
3,0.12,,,,,,0
4,0.16,,,,,,0
5,0.2,,,,,,0
6,0.24,,,,,,0
7,0.28,,,,,,0
8,0.32,,,,,,0
9,0.36,,,,,,0
10,0.4,,,,,,0
11,0.44,,,,,,0
12,0.48,,,,,,0
13,0.52,,,,,,0
14,0.56,,,,,,0
15,0.6,,,,,,0
16,0.64,,,,,,0
17,0.68,,,,,,0
18,0.72,,,,,,0
19,0.76,,,,,,0
20,0.8,,,,,,0
21,0.84,,,,,,0
22,0.88,,,,,,0
23,0.92,,,,,,0
24,0.96,,,,,,0
25,1.0,1,0,112,5,28,0
25,1.0,2,0,150,5,36,0
25,1.0,3,0,209,25,26,0
25,1.0,4,0,224,7,50,0
25,1.0,5,29,164,34,20,0
25,1.0,6,48,153,22,16,0
25,1.0,7,77,200,16,14,0
25,1.0,8,78,223,39,33,0
25,1.0,9,80,158,42,40,0
25,1.0,10,89,216,75,72,0
25,1.0,11,134,144,24,16,0
25,1.0,12,149,175,21,13,0
25,1.0,13,163,152,14,14,0
25,1.0,14,174,181,66,28,0
26,1.04,1,0,113,7,42,0
26,1.04,2,13,132,13,34,0
26,1.04,3,9,217,17,26,0
26,1.04,4,0,224,11,37,0
26,1.04,5,48,234,12,13,0
26,1.04,6,49,153,28,15,0
26,1.04,7,77,198,19,14,0
26,1.04,8,95,227,19,22,0
26,1.04,9,80,158,42,41,0
26,1.04,10,119,220,46,38,0
26,1.04,12,174,192,18,13,0
26,1.04,13,161,152,16,13,0
26,1.04,14,192,181,45,27,0
26,1.04,15,0,264,6,24,0
26,1.04,16,75,236,24,18,0
26,1.04,17,93,261,57,27,0
27,1.08,1,0,112,10,82,0
27,1.08,4,0,223,7,65,0
27,1.08,5,93,264,13,24,0
27,1.08,6,51,148,20,20,0
27,1.08,7,77,197,15,16,0
27,1.08,8,115,221,26,44,0
27,1.08,9,81,159,37,40,0
27,1.08,10,147,237,18,22,0
27,1.08,11,154,178,17,10,0
27,1.08,12,202,185,21,22,0
27,1.08,13,160,150,19,14,0
27,1.08,14,221,192,16,11,0
27,1.08,16,75,228,40,29,0
27,1.08,17,104,259,47,29,0
27,1.08,18,174,191,11,12,0
27,1.08,19,193,181,9,21,0
28,1.12,1,0,161,7,28,0
28,1.12,2,14,133,12,23,0
28,1.12,3,75,238,19,15,0
28,1.12,4,0,231,6,57,0
28,1.12,5,95,268,36,20,0
28,1.12,6,48,149,30,19,0
28,1.12,7,77,198,14,15,0
28,1.12,8,125,232,40,24,0
28,1.12,9,81,159,37,35,0
28,1.12,10,117,242,11,21,0
28,1.12,13,135,144,41,20,0
28,1.12,16,95,234,20,24,0
28,1.12,17,129,276,22,12,0
28,1.12,20,0,116,8,37,0
28,1.12,21,29,168,13,19,0
29,1.16,3,117,219,23,31,0
29,1.16,4,0,222,6,49,0
29,1.16,5,114,275,35,13,0
29,1.16,6,48,148,31,20,0
29,1.16,7,77,200,14,14,0
29,1.16,9,81,160,30,39,0
29,1.16,10,76,237,18,15,0
29,1.16,13,128,139,17,18,0
29,1.16,16,96,228,19,25,0
29,1.16,17,106,266,12,17,0
29,1.16,18,156,148,19,16,0
29,1.16,20,0,112,6,27,0
30,1.2,3,125,220,16,23,0
30,1.2,4,0,222,9,53,0
30,1.2,5,106,267,23,21,0
30,1.2,6,56,150,22,18,0
30,1.2,7,77,199,14,15,0
30,1.2,9,81,160,36,39,0
30,1.2,13,128,138,16,20,0
30,1.2,16,75,235,21,18,0
31,1.24,2,13,147,12,17,0
31,1.24,3,127,217,13,21,0
31,1.24,4,0,223,6,51,0
31,1.24,5,106,266,37,22,0
31,1.24,6,50,147,28,17,0
31,1.24,7,77,199,14,13,0
31,1.24,9,81,161,32,38,0
31,1.24,11,146,238,15,17,0
31,1.24,13,132,142,18,14,0
31,1.24,16,79,237,18,19,0
31,1.24,17,96,224,14,24,0
31,1.24,18,153,152,24,13,0
32,1.28,5,114,281,15,7,0
