frame,time_s,track_id,x,y,w,h,target_found
0,0.0,,,,,,0
1,0.04,,,,,,0
2,0.08,,,,,,0
3,0.12,,,,,,0
4,0.16,,,,,,0
5,0.2,,,,,,0
6,0.24,,,,,,0
7,0.28,,,,,,0
8,0.32,,,,,,0
9,0.36,,,,,,0
10,0.4,,,,,,0
11,0.44,,,,,,0
12,0.48,,,,,,0
13,0.52,,,,,,0
14,0.56,,,,,,0
15,0.6,,,,,,0
16,0.64,,,,,,0
17,0.68,,,,,,0
18,0.72,,,,,,0
19,0.76,,,,,,0
20,0.8,,,,,,0
21,0.84,,,,,,0
22,0.88,,,,,,0
23,0.92,,,,,,0
24,0.96,,,,,,0
25,1.0,1,276,5,12,19,0
26,1.04,1,264,4,11,20,0
27,1.08,1,264,6,11,18,0
27,1.08,2,276,7,12,17,0
28,1.12,2,264,4,24,20,0
29,1.16,1,264,8,15,16,0
30,1.2,1,264,8,16,16,0
30,1.2,2,276,6,12,18,0
31,1.24,1,264,7,11,17,0
32,1.28,1,264,7,11,17,0
32,1.28,2,275,6,13,18,0
33,1.32,1,264,6,13,18,0
33,1.32,2,276,6,12,18,0
34,1.36,1,264,4,12,20,0
34,1.36,2,276,4,12,14,0
35,1.4,1,264,6,16,18,0
35,1.4,2,276,6,12,18,0
36,1.44,,,,,,0
37,1.48,1,276,4,12,20,0
38,1.52,1,276,4,12,20,0
39,1.56,1,276,4,12,14,0
40,1.6,1,275,6,13,18,0
41,1.64,1,264,4,11,20,0
42,1.68,1,264,6,11,18,0
42,1.68,2,276,5,12,19,0
43,1.72,1,264,10,12,14,0
43,1.72,2,276,6,12,18,0
44,1.76,1,264,10,12,14,0
44,1.76,2,277,5,11,14,0
45,1.8,2,276,6,11,18,0
46,1.84,1,264,6,11,18,0
47,1.88,1,264,6,10,18,0
47,1.88,2,276,5,12,19,0
48,1.92,1,237,6,11,17,0
48,1.92,2,276,6,12,18,0
49,1.96,1,237,6,11,17,0
50,2.0,1,237,6,11,17,0
50,2.0,2,276,6,12,18,0
51,2.04,1,237,6,11,17,0
51,2.04,2,264,6,11,18,0
52,2.08,1,237,6,11,17,0
52,2.08,2,264,6,11,18,0
52,2.08,3,276,5,12,19,0
53,2.12,1,237,6,11,17,0
53,2.12,3,264,4,24,20,0
54,2.16,1,237,6,11,17,0
54,2.16,2,264,8,19,16,0
54,2.16,3,276,5,11,13,0
55,2.2,1,237,6,11,17,0
55,2.2,2,264,4,12,20,0
55,2.2,3,276,6,12,18,0
56,2.24,1,237,6,11,17,0
56,2.24,2,264,4,13,20,0
57,2.28,1,237,6,11,17,0
57,2.28,2,264,4,12,20,0
57,2.28,3,276,4,12,20,0
58,2.32,1,237,6,11,17,0
58,2.32,2,264,6,12,18,0
58,2.32,3,275,6,13,18,0
59,2.36,1,237,6,11,17,0
59,2.36,2,264,4,12,20,0
59,2.36,3,276,4,12,16,0
60,2.4,1,237,6,11,17,0
60,2.4,2,264,6,15,18,0
60,2.4,3,276,5,12,19,0
61,2.44,1,237,6,11,17,0
61,2.44,2,264,4,12,20,0
62,2.48,1,237,6,11,17,0
62,2.48,2,264,4,12,20,0
62,2.48,3,274,6,14,18,0
63,2.52,1,237,6,11,17,0
63,2.52,3,264,4,24,20,0
64,2.56,1,237,6,11,17,0
64,2.56,2,264,3,11,21,0
64,2.56,3,276,5,12,14,0
65,2.6,1,237,6,11,17,0
65,2.6,2,264,7,12,17,0
65,2.6,3,277,5,11,19,0
66,2.64,1,237,6,11,17,0
66,2.64,2,264,4,13,20,0
67,2.68,1,237,6,11,17,0
67,2.68,2,264,4,24,20,0
68,2.72,1,237,6,11,17,0
68,2.72,2,276,6,12,18,0
68,2.72,3,264,6,11,18,0
69,2.76,1,237,6,11,17,0
69,2.76,3,264,6,11,18,0
70,2.8,1,237,6,11,17,0
70,2.8,2,276,5,12,19,0
70,2.8,3,264,6,11,18,0
71,2.84,1,237,6,11,17,0
72,2.88,1,237,6,11,17,0
72,2.88,2,277,6,11,18,0
73,2.92,2,275,6,13,18,0
74,2.96,,,,,,0
