frame,time_s,track_id,x,y,w,h,target_found
0,0.0,,,,,,0
1,0.04,,,,,,0
2,0.08,,,,,,0
3,0.12,,,,,,0
4,0.16,,,,,,0
5,0.2,,,,,,0
6,0.24,,,,,,0
7,0.28,,,,,,0
8,0.32,,,,,,0
9,0.36,,,,,,0
10,0.4,,,,,,0
11,0.44,,,,,,0
12,0.48,,,,,,0
13,0.52,,,,,,0
14,0.56,,,,,,0
15,0.6,,,,,,0
16,0.64,,,,,,0
17,0.68,,,,,,0
18,0.72,,,,,,0
19,0.76,,,,,,0
20,0.8,,,,,,0
21,0.84,,,,,,0
22,0.88,,,,,,0
23,0.92,,,,,,0
24,0.96,,,,,,0
25,1.0,1,0,257,16,31,0
25,1.0,2,94,263,37,25,0
25,1.0,3,116,243,20,13,0
25,1.0,4,126,45,38,33,0
25,1.0,5,142,251,12,21,0
25,1.0,6,177,132,12,20,0
25,1.0,7,202,153,20,14,0
25,1.0,8,203,177,15,13,0
25,1.0,9,216,173,54,39,0
26,1.04,2,106,272,26,16,0
26,1.04,3,87,232,77,19,0
26,1.04,4,128,46,37,35,0
26,1.04,5,133,253,29,32,0
26,1.04,7,201,151,21,16,0
26,1.04,8,203,177,15,12,0
26,1.04,9,218,173,46,39,0
26,1.04,10,93,254,29,29,0
27,1.08,3,122,229,17,13,0
27,1.08,4,128,49,38,33,0
27,1.08,5,138,248,23,28,0
27,1.08,7,200,150,21,16,0
27,1.08,8,203,177,15,12,0
27,1.08,9,216,173,53,39,0
27,1.08,10,94,224,41,64,0
27,1.08,11,0,111,6,38,0
28,1.12,1,0,246,6,25,0
28,1.12,2,133,271,23,9,0
28,1.12,3,95,261,37,27,0
28,1.12,4,128,49,38,34,0
28,1.12,5,136,243,29,26,0
28,1.12,7,198,139,20,25,0
28,1.12,8,203,177,14,12,0
28,1.12,9,216,172,52,40,0
28,1.12,10,112,227,29,25,0
28,1.12,11,0,117,6,38,0
29,1.16,1,0,253,8,28,0
29,1.16,3,95,276,25,12,0
29,1.16,4,128,49,38,28,0
29,1.16,5,98,229,64,42,0
29,1.16,6,174,124,10,19,0
29,1.16,7,198,139,14,18,0
29,1.16,8,203,177,14,12,0
29,1.16,9,216,173,53,39,0
29,1.16,11,0,124,4,34,0
30,1.2,1,0,225,8,63,0
30,1.2,2,145,257,17,17,0
30,1.2,3,96,259,20,15,0
30,1.2,4,128,46,38,31,0
30,1.2,5,109,240,21,10,0
30,1.2,6,172,123,11,19,0
30,1.2,7,197,139,14,17,0
30,1.2,8,203,177,14,12,0
30,1.2,9,216,173,52,39,0
30,1.2,10,126,225,15,14,0
30,1.2,11,0,111,6,28,0
31,1.24,1,0,243,8,45,0
31,1.24,2,140,235,22,39,0
31,1.24,3,96,259,20,20,0
31,1.24,4,128,46,38,31,0
31,1.24,5,96,228,40,28,0
31,1.24,6,171,121,11,18,0
31,1.24,7,196,138,15,14,0
31,1.24,8,203,177,15,12,0
31,1.24,9,216,173,52,39,0
31,1.24,10,114,266,28,22,0
31,1.24,11,12,131,16,35,0
32,1.28,1,0,251,8,20,0
32,1.28,2,124,225,17,18,0
32,1.28,3,96,251,18,20,0
32,1.28,4,128,46,37,32,0
32,1.28,5,98,224,12,22,0
32,1.28,6,170,119,11,19,0
32,1.28,7,195,136,16,15,0
32,1.28,8,203,177,15,12,0
32,1.28,9,218,172,49,40,0
32,1.28,10,94,279,36,9,0
32,1.28,11,0,224,21,17,0
32,1.28,12,136,250,32,24,0
33,1.32,1,0,261,6,27,0
33,1.32,3,94,226,44,39,0
33,1.32,4,126,46,39,32,0
33,1.32,6,169,118,11,19,0
33,1.32,7,194,135,17,14,0
33,1.32,8,203,177,15,12,0
33,1.32,9,216,166,50,46,0
33,1.32,12,132,255,24,14,0
33,1.32,13,0,115,8,40,0
33,1.32,14,13,145,14,21,0
34,1.36,1,0,247,6,28,0
34,1.36,3,96,231,30,24,0
34,1.36,4,126,46,39,33,0
34,1.36,5,95,251,17,15,0
34,1.36,6,168,117,11,20,0
34,1.36,7,194,134,17,13,0
