frame,time_s,track_id,x,y,w,h,target_found
0,0.0,,,,,,0
1,0.04,,,,,,0
2,0.08,,,,,,0
3,0.12,,,,,,0
4,0.16,,,,,,0
5,0.2,,,,,,0
6,0.24,,,,,,0
7,0.28,,,,,,0
8,0.32,,,,,,0
9,0.36,,,,,,0
10,0.4,,,,,,0
11,0.44,,,,,,0
12,0.48,,,,,,0
13,0.52,,,,,,0
14,0.56,,,,,,0
15,0.6,,,,,,0
16,0.64,,,,,,0
17,0.68,,,,,,0
18,0.72,,,,,,0
19,0.76,,,,,,0
20,0.8,,,,,,0
21,0.84,,,,,,0
22,0.88,,,,,,0
23,0.92,,,,,,0
24,0.96,,,,,,0
25,1.0,1,52,137,24,16,0
25,1.0,2,63,123,24,14,0
25,1.0,3,105,241,24,19,0
25,1.0,4,112,279,34,9,0
25,1.0,5,138,147,57,31,0
26,1.04,1,52,137,24,16,0
26,1.04,2,65,123,15,10,0
26,1.04,3,94,260,36,28,0
26,1.04,4,134,268,15,20,0
26,1.04,5,138,147,64,31,0
26,1.04,6,0,217,20,21,0
26,1.04,7,95,203,21,19,0
26,1.04,8,146,244,11,21,0
27,1.08,1,52,140,27,13,0
27,1.08,2,66,123,14,10,0
27,1.08,4,110,268,38,20,0
27,1.08,5,139,147,63,31,0
27,1.08,6,0,247,6,41,0
27,1.08,7,96,204,21,37,0
27,1.08,8,127,227,22,23,0
28,1.12,1,52,140,24,13,0
28,1.12,2,66,123,15,10,0
28,1.12,4,132,269,24,19,0
28,1.12,5,134,133,62,45,0
28,1.12,6,0,227,15,25,0
28,1.12,7,98,204,15,18,0
28,1.12,8,122,227,16,14,0
29,1.16,1,56,140,20,13,0
29,1.16,2,68,123,16,10,0
29,1.16,4,114,270,18,18,0
29,1.16,5,132,133,70,45,0
29,1.16,6,0,227,6,47,0
29,1.16,7,96,204,20,16,0
29,1.16,8,105,230,34,25,0
29,1.16,9,0,112,8,28,0
30,1.2,1,54,139,23,14,0
30,1.2,4,112,279,17,9,0
30,1.2,5,132,132,66,45,0
30,1.2,6,0,226,22,9,0
30,1.2,7,96,203,17,16,0
30,1.2,8,108,259,22,16,0
30,1.2,10,130,269,17,19,0
31,1.24,1,53,137,24,16,0
31,1.24,4,97,242,29,28,0
31,1.24,5,139,147,59,31,0
31,1.24,7,95,203,23,19,0
31,1.24,9,13,147,13,19,0
32,1.28,1,54,141,23,12,0
32,1.28,4,95,203,52,85,0
32,1.28,5,129,135,66,43,0
32,1.28,6,0,212,10,29,0
32,1.28,10,146,246,13,18,0
33,1.32,1,52,137,25,16,0
33,1.32,2,70,119,16,13,0
33,1.32,4,95,233,34,32,0
33,1.32,5,128,138,67,40,0
33,1.32,7,99,206,19,13,0
33,1.32,8,96,262,28,21,0
33,1.32,10,147,246,11,17,0
33,1.32,11,122,263,26,25,0
34,1.36,1,52,137,25,16,0
34,1.36,2,72,120,17,10,0
34,1.36,4,102,233,13,15,0
34,1.36,5,128,137,67,41,0
34,1.36,7,96,204,26,17,0
34,1.36,8,96,267,25,18,0
34,1.36,9,16,127,10,18,0
34,1.36,11,116,245,14,22,0
35,1.4,1,52,137,25,16,0
35,1.4,2,72,119,24,12,0
35,1.4,4,79,207,13,17,0
35,1.4,5,138,146,60,31,0
35,1.4,7,95,203,29,19,0
35,1.4,8,94,233,35,53,0
35,1.4,10,136,235,28,20,0
35,1.4,11,132,259,21,13,0
36,1.44,1,52,137,25,16,0
36,1.44,2,72,120,22,12,0
36,1.44,4,98,229,12,18,0
36,1.44,5,138,147,58,30,0
36,1.44,6,0,245,6,29,0
36,1.44,7,94,201,31,18,0
36,1.44,8,111,241,19,9,0
36,1.44,10,135,241,29,10,0
36,1.44,11,92,267,58,21,0
36,1.44,12,123,130,15,14,0
37,1.48,1,52,136,25,17,0
37,1.48,2,72,119,24,13,0
37,1.48,4,113,240,14,12,0
37,1.48,5,139,147,57,30,0
37,1.48,7,94,202,30,17,0
37,1.48,10,134,263,20,10,0
37,1.48,11,106,265,37,23,0
38,1.52,1,52,137,24,16,0
