frame,time_s,track_id,x,y,w,h,target_found
0,0.0,,,,,,0
1,0.04,,,,,,0
2,0.08,,,,,,0
3,0.12,,,,,,0
4,0.16,,,,,,0
5,0.2,,,,,,0
6,0.24,,,,,,0
7,0.28,,,,,,0
8,0.32,,,,,,0
9,0.36,,,,,,0
10,0.4,,,,,,0
11,0.44,,,,,,0
12,0.48,,,,,,0
13,0.52,,,,,,0
14,0.56,,,,,,0
15,0.6,,,,,,0
16,0.64,,,,,,0
17,0.68,,,,,,0
18,0.72,,,,,,0
19,0.76,,,,,,0
20,0.8,,,,,,0
21,0.84,,,,,,0
22,0.88,,,,,,0
23,0.92,,,,,,0
24,0.96,,,,,,0
25,1.0,,,,,,0
26,1.04,,,,,,0
27,1.08,,,,,,0
28,1.12,,,,,,0
29,1.16,,,,,,0
30,1.2,,,,,,0
31,1.24,,,,,,0
32,1.28,,,,,,0
33,1.32,,,,,,0
34,1.36,,,,,,0
35,1.4,,,,,,0
36,1.44,,,,,,0
37,1.48,,,,,,0
38,1.52,,,,,,0
39,1.56,,,,,,0
40,1.6,,,,,,0
41,1.64,,,,,,0
42,1.68,,,,,,0
43,1.72,,,,,,0
44,1.76,,,,,,0
45,1.8,,,,,,0
46,1.84,,,,,,0
47,1.88,,,,,,0
48,1.92,,,,,,0
49,1.96,,,,,,0
50,2.0,,,,,,0
51,2.04,,,,,,0
52,2.08,,,,,,0
53,2.12,,,,,,0
54,2.16,,,,,,0
55,2.2,,,,,,0
56,2.24,,,,,,0
57,2.28,,,,,,0
58,2.32,,,,,,0
59,2.36,,,,,,0
60,2.4,,,,,,0
61,2.44,,,,,,0
62,2.48,1,342,277,10,11,0
63,2.52,1,334,276,18,12,0
64,2.56,1,329,280,23,8,0
65,2.6,,,,,,0
66,2.64,,,,,,0
67,2.68,,,,,,0
68,2.72,1,343,248,9,40,0
69,2.76,1,343,247,9,41,0
70,2.8,1,342,239,10,49,0
70,2.8,2,342,96,10,132,0
71,2.84,2,327,80,25,208,0
71,2.84,3,345,19,7,43,0
72,2.88,2,312,71,40,217,0
72,2.88,3,338,16,14,48,0
73,2.92,1,341,210,11,30,0
73,2.92,2,306,15,46,273,0
73,2.92,4,345,168,7,43,0
74,2.96,1,338,238,14,50,0
74,2.96,2,289,16,63,272,0
75,3.0,2,273,18,79,270,0
76,3.04,2,240,20,112,268,0
77,3.08,2,280,22,72,266,0
77,3.08,5,227,196,69,92,0
78,3.12,2,275,24,77,264,0
78,3.12,4,264,195,16,19,0
78,3.12,5,219,212,72,76,0
79,3.16,2,266,26,86,262,0
79,3.16,5,215,204,67,84,0
80,3.2,2,264,26,88,262,0
80,3.2,4,264,176,16,21,0
80,3.2,5,213,169,58,119,0
81,3.24,2,256,26,96,262,0
81,3.24,5,212,170,57,118,0
82,3.28,2,244,26,65,182,0
82,3.28,4,239,175,11,19,0
82,3.28,5,211,200,47,88,0
82,3.28,6,278,210,20,9,0
82,3.28,7,284,214,68,74,0
83,3.32,4,211,25,91,263,0
83,3.32,7,266,212,86,76,0
84,3.36,4,211,24,141,264,0
85,3.4,4,211,23,90,265,0
86,3.44,4,210,23,74,265,0
87,3.48,4,199,23,80,265,0
88,3.52,4,194,24,79,143,0
88,3.52,7,212,160,55,128,0
89,3.56,4,184,25,84,153,0
89,3.56,6,234,162,32,57,0
89,3.56,7,211,160,45,128,0
90,3.6,3,240,47,11,17,0
90,3.6,4,181,24,89,264,0
90,3.6,6,234,162,31,41,0
90,3.6,7,176,148,11,25,0
90,3.6,8,148,70,27,16,0
90,3.6,9,152,57,25,12,0
91,3.64,6,169,24,97,264,0
91,3.64,7,136,48,11,31,0
91,3.64,8,148,69,30,20,0
91,3.64,9,151,56,26,13,0
92,3.68,3,228,44,25,21,0
92,3.68,6,164,30,93,258,0
92,3.68,7,64,0,29,16,0
92,3.68,8,134,48,48,60,0
92,3.68,9,151,41,26,13,0
92,3.68,10,0,8,15,10,0
92,3.68,11,0,21,38,11,0
92,3.68,12,56,168,38,16,0
92,3.68,13,113,17,8,31,0
