frame,time_s,track_id,x,y,w,h,target_found
0,0.0,,,,,,0
1,0.04,,,,,,0
2,0.08,,,,,,0
3,0.12,,,,,,0
4,0.16,,,,,,0
5,0.2,,,,,,0
6,0.24,,,,,,0
7,0.28,,,,,,0
8,0.32,,,,,,0
9,0.36,,,,,,0
10,0.4,,,,,,0
11,0.44,,,,,,0
12,0.48,,,,,,0
13,0.52,,,,,,0
14,0.56,,,,,,0
15,0.6,,,,,,0
16,0.64,,,,,,0
17,0.68,,,,,,0
18,0.72,,,,,,0
19,0.76,,,,,,0
20,0.8,,,,,,0
21,0.84,,,,,,0
22,0.88,,,,,,0
23,0.92,,,,,,0
24,0.96,,,,,,0
25,1.0,,,,,,0
26,1.04,,,,,,0
27,1.08,,,,,,0
28,1.12,,,,,,0
29,1.16,,,,,,0
30,1.2,,,,,,0
31,1.24,,,,,,0
32,1.28,,,,,,0
33,1.32,,,,,,0
34,1.36,,,,,,0
35,1.4,,,,,,0
36,1.44,,,,,,0
37,1.48,,,,,,0
38,1.52,,,,,,0
39,1.56,,,,,,0
40,1.6,,,,,,0
41,1.64,,,,,,0
42,1.68,,,,,,0
43,1.72,,,,,,0
44,1.76,,,,,,0
45,1.8,,,,,,0
46,1.84,,,,,,0
47,1.88,,,,,,0
48,1.92,,,,,,0
49,1.96,,,,,,0
50,2.0,,,,,,0
51,2.04,,,,,,0
52,2.08,,,,,,0
53,2.12,,,,,,0
54,2.16,,,,,,0
55,2.2,,,,,,0
56,2.24,,,,,,0
57,2.28,,,,,,0
58,2.32,,,,,,0
59,2.36,,,,,,0
60,2.4,,,,,,0
61,2.44,,,,,,0
62,2.48,,,,,,0
63,2.52,,,,,,0
64,2.56,,,,,,0
65,2.6,,,,,,0
66,2.64,,,,,,0
67,2.68,,,,,,0
68,2.72,,,,,,0
69,2.76,,,,,,0
70,2.8,,,,,,0
71,2.84,,,,,,0
72,2.88,,,,,,0
73,2.92,,,,,,0
74,2.96,,,,,,0
75,3.0,,,,,,0
76,3.04,,,,,,0
77,3.08,,,,,,0
78,3.12,,,,,,0
79,3.16,,,,,,0
80,3.2,,,,,,0
81,3.24,,,,,,0
82,3.28,,,,,,0
83,3.32,,,,,,0
84,3.36,,,,,,0
85,3.4,,,,,,0
86,3.44,,,,,,0
87,3.48,,,,,,0
88,3.52,,,,,,0
89,3.56,,,,,,0
90,3.6,,,,,,0
91,3.64,,,,,,0
92,3.68,,,,,,0
93,3.72,1,344,136,8,48,0
94,3.76,1,340,128,12,56,0
95,3.8,1,338,116,14,68,0
96,3.84,1,335,109,17,75,0
97,3.88,1,332,110,20,75,0
98,3.92,1,329,105,23,80,0
99,3.96,1,326,106,26,78,0
100,4.0,1,323,106,29,79,0
101,4.04,1,322,107,30,78,0
101,4.04,2,308,190,11,12,0
102,4.08,1,320,107,32,78,0
102,4.08,2,307,186,14,17,0
103,4.12,1,306,107,44,96,0
104,4.16,1,306,107,43,96,0
105,4.2,1,306,106,40,97,0
106,4.24,1,305,107,37,96,0
107,4.28,1,305,107,35,96,0
108,4.32,1,305,107,32,96,0
109,4.36,1,304,107,30,96,0
110,4.4,1,298,107,34,96,0
111,4.44,1,290,107,40,96,0
112,4.48,1,284,108,44,95,0
113,4.52,1,278,108,48,95,0
114,4.56,1,274,109,48,94,0
115,4.6,1,271,109,49,94,0
116,4.64,1,270,110,50,93,0
117,4.68,1,269,110,51,94,0
118,4.72,1,268,110,51,94,0
119,4.76,1,268,109,48,95,0
120,4.8,1,267,109,45,95,0
121,4.84,1,267,109,41,95,0
122,4.88,1,267,109,37,95,0
123,4.92,1,267,110,31,94,0
124,4.96,1,267,109,29,98,0
125,5.0,1,266,109,28,100,0
126,5.04,1,263,110,31,100,0
127,5.08,1,255,110,35,101,0
128,5.12,1,248,111,42,100,0
129,5.16,1,241,111,45,98,0
130,5.2,1,236,112,47,96,0
131,5.24,1,233,113,50,95,0
132,5.28,1,232,114,50,96,0
133,5.32,1,230,114,51,97,0
134,5.36,1,230,114,49,97,0
135,5.4,1,229,114,47,97,0
